learning_rate,num_epochs,best_epoch_within_run,val_acc,val_f1,test_acc,test_f1,elapsed_s
1e-05,3,3,0.8801652892561983,0.8725604861827773,0.871900826446281,0.8599450803555925,264.0
1e-05,4,3,0.878099173553719,0.8705849463631822,0.8657024793388429,0.8527442866758973,357.3
2e-05,3,3,0.8698347107438017,0.8657798000667758,0.871900826446281,0.8612961128860973,269.5
2e-05,4,3,0.859504132231405,0.8512401179067846,0.8657024793388429,0.8512093035199387,357.2
5e-05,4,3,0.8533057851239669,0.8504384193950109,0.8533057851239669,0.8317942480647451,357.2
5e-05,3,3,0.8491735537190083,0.8409750444203358,0.8657024793388429,0.8505066017746116,269.3
